Supplemental Table 1: Public RNA-sequencing data collection and respective quality control status.,,,
,samples,study,QC_Status
3370,SAMN10936576,Oezata,PASS
3371,SAMN10936575,Oezata,PASS
3372,SAMN09516602,Sureshchandra,FAIL
3373,SAMN09516601,Sureshchandra,FAIL
3374,SAMN09516604,Sureshchandra,PASS
3375,SAMN09516603,Sureshchandra,FAIL
3376,SAMN09516606,Sureshchandra,FAIL
3377,SAMN09516605,Sureshchandra,FAIL
3378,SAMN07775927,Shao,FAIL
3379,SAMN07775941,Shao,PASS
3380,SAMN07775918,Shao,PASS
3381,SAMN07775920,Shao,FAIL
3382,SAMN07775926,Shao,PASS
3383,SAMN07775917,Shao,PASS
3384,SAMN07775924,Shao,FAIL
3385,SAMN07775908,Shao,FAIL
3386,SAMN07775888,Shao,PASS
3387,SAMN07775899,Shao,PASS
3388,SAMN07775900,Shao,PASS
3389,SAMN07775901,Shao,FAIL
3390,SAMN07775902,Shao,PASS
3391,SAMN07775903,Shao,PASS
3392,SAMN07775904,Shao,PASS
3393,SAMN07775905,Shao,FAIL
3394,SAMN07775906,Shao,PASS
3395,SAMN07775939,Shao,PASS
3396,SAMN07775923,Shao,PASS
3397,SAMN07775912,Shao,PASS
3398,SAMN07775911,Shao,PASS
3399,SAMN07775921,Shao,FAIL
3400,SAMN07775944,Shao,PASS
3401,SAMN07775938,Shao,PASS
3402,SAMN07775930,Shao,PASS
3403,SAMN07775929,Shao,PASS
3404,SAMN07775932,Shao,PASS
3405,SAMN07775933,Shao,PASS
3406,SAMN07775936,Shao,FAIL
3407,SAMN07775935,Shao,FAIL
3408,SAMN07775894,Shao,PASS
3409,SAMN07775895,Shao,PASS
3410,SAMN07775889,Shao,PASS
3411,SAMN07775892,Shao,PASS
3412,SAMN07775891,Shao,PASS
3413,SAMN07775915,Shao,PASS
3414,SAMN07775914,Shao,PASS
3415,SAMN07775898,Shao,PASS
3416,SAMN07775897,Shao,PASS
3417,SAMN07775909,Shao,PASS
3418,SAMN07775942,Shao,PASS
3419,SAMN07775886,Shao,PASS
3420,SAMN07775885,Shao,FAIL
3421,SAMN07775883,Shao,PASS
3422,SAMN07775882,Shao,PASS
3423,SAMN07775880,Shao,PASS
3424,SAMN07775879,Shao,PASS
3425,SAMN07775945,Shao,PASS
3426,SAMN03784721,Li,PASS
3427,SAMN03784722,Li,PASS
3428,SAMN03784723,Li,PASS
3429,SAMN03784724,Li,PASS
3430,SAMN03784725,Li,PASS
3431,SAMN03784726,Li,PASS
3432,SAMN03784727,Li,PASS
3433,SAMN03784728,Li,PASS
3434,SAMN03784729,Li,PASS
3435,SAMN03784730,Li,PASS
3436,SAMN03784731,Li,PASS
3437,SAMN03784732,Li,PASS
3438,SAMN11609569,Skaug,PASS
3439,SAMN11609566,Skaug,PASS
3440,SAMN11609564,Skaug,PASS
3441,SAMN11609561,Skaug,PASS
3442,SAMN11609623,Skaug,PASS
3443,SAMN11609622,Skaug,PASS
3444,SAMN11609620,Skaug,PASS
3445,SAMN11609618,Skaug,PASS
3446,SAMN11609615,Skaug,PASS
3447,SAMN11609612,Skaug,PASS
3448,SAMN11609609,Skaug,PASS
3449,SAMN11609606,Skaug,PASS
3450,SAMN11609585,Skaug,PASS
3451,SAMN11609587,Skaug,PASS
3452,SAMN11609589,Skaug,PASS
3453,SAMN11609604,Skaug,PASS
3454,SAMN11609603,Skaug,PASS
3455,SAMN11609600,Skaug,PASS
3456,SAMN11609597,Skaug,PASS
3457,SAMN11609594,Skaug,PASS
3458,SAMN11609591,Skaug,PASS
3459,SAMN11609656,Skaug,PASS
3460,SAMN11609653,Skaug,PASS
3461,SAMN11609650,Skaug,PASS
3462,SAMN11609647,Skaug,PASS
3463,SAMN11609642,Skaug,PASS
3464,SAMN11609639,Skaug,PASS
3465,SAMN11609636,Skaug,PASS
3466,SAMN11609634,Skaug,PASS
3467,SAMN11609632,Skaug,PASS
3468,SAMN11609628,Skaug,PASS
3469,SAMN11609661,Skaug,PASS
3470,SAMN11609658,Skaug,PASS
3471,SAMN08949717,Sherrill,PASS
3472,SAMN08949716,Sherrill,FAIL
3473,SAMN08949715,Sherrill,PASS
3474,SAMN08949714,Sherrill,PASS
3475,SAMN08949713,Sherrill,PASS
3476,SAMN08949712,Sherrill,PASS
3477,SAMN08949711,Sherrill,PASS
3478,SAMN08949710,Sherrill,PASS
3479,SAMN08949709,Sherrill,PASS
3480,SAMN08949708,Sherrill,PASS
3481,SAMN10238613,Tsoi,PASS
3482,SAMN10238612,Tsoi,PASS
3483,SAMN10238665,Tsoi,PASS
3484,SAMN10238623,Tsoi,PASS
3485,SAMN10238618,Tsoi,PASS
3486,SAMN10238615,Tsoi,PASS
3487,SAMN10238611,Tsoi,FAIL
3488,SAMN10238603,Tsoi,PASS
3489,SAMN10238617,Tsoi,PASS
3490,SAMN10238671,Tsoi,FAIL
3491,SAMN10238670,Tsoi,PASS
3492,SAMN10238625,Tsoi,PASS
3493,SAMN10238610,Tsoi,PASS
3494,SAMN10238621,Tsoi,PASS
3495,SAMN10238672,Tsoi,PASS
3496,SAMN10238626,Tsoi,PASS
3497,SAMN10238624,Tsoi,PASS
3498,SAMN10238622,Tsoi,PASS
3499,SAMN10238620,Tsoi,FAIL
3500,SAMN10238619,Tsoi,PASS
3501,SAMN10238608,Tsoi,FAIL
3502,SAMN10238616,Tsoi,FAIL
3503,SAMN10238607,Tsoi,PASS
3504,SAMN10238601,Tsoi,FAIL
3505,SAMN10238669,Tsoi,PASS
3506,SAMN10238668,Tsoi,PASS
3507,SAMN10238609,Tsoi,FAIL
3508,SAMN10238606,Tsoi,PASS
3509,SAMN10238673,Tsoi,PASS
3510,SAMN10238664,Tsoi,PASS
3511,SAMN10238604,Tsoi,FAIL
3512,SAMN10238614,Tsoi,PASS
3513,SAMN10238605,Tsoi,PASS
3514,SAMN10238602,Tsoi,PASS
3515,SAMN10238666,Tsoi,PASS
3516,SAMN10238663,Tsoi,PASS
3517,SAMN10238627,Tsoi,PASS
3518,SAMN10238667,Tsoi,PASS
3519,SAMN07432100,Brighton,OMITTED2
3520,SAMN07432099,Brighton,OMITTED2
3521,SAMN07432092,Brighton,OMITTED2
3522,SAMN07432089,Brighton,OMITTED2
3523,SAMN07432081,Brighton,OMITTED2
3524,SAMN07432079,Brighton,OMITTED2
3525,SAMN07432090,Brighton,OMITTED2
3526,SAMN07432088,Brighton,FAIL
3527,SAMN07432086,Brighton,OMITTED2
3528,SAMN07432084,Brighton,OMITTED2
3529,SAMN07432082,Brighton,OMITTED2
3530,SAMN07432101,Brighton,OMITTED2
3531,SAMN07432065,Brighton,OMITTED2
3532,SAMN07432091,Brighton,OMITTED2
3533,SAMN07432087,Brighton,OMITTED2
3534,SAMN07432085,Brighton,OMITTED2
3535,SAMN07432083,Brighton,OMITTED2
3536,SAMN07432080,Brighton,OMITTED2
3537,SAMN07432078,Brighton,OMITTED2
3538,SAMN07432104,Brighton,OMITTED2
3539,SAMN13780958,Seto,PASS
3540,SAMN13780957,Seto,PASS
3541,SAMN13780956,Seto,PASS
3542,SAMN13780955,Seto,PASS
3543,SAMN13780954,Seto,PASS
3544,SAMN13780953,Seto,PASS
3545,SAMN13780952,Seto,PASS
3546,SAMN13780951,Seto,PASS
3547,SAMN13780950,Seto,PASS
3548,SAMN13780925,Seto,PASS
3549,SAMN13780924,Seto,PASS
3550,SAMN13780923,Seto,PASS
3551,SAMN13780922,Seto,PASS
3552,SAMN13780921,Seto,PASS
3553,SAMN13780920,Seto,PASS
3554,SAMN13780919,Seto,PASS
3555,SAMN13780914,Seto,PASS
3556,SAMN13780913,Seto,PASS
3557,SAMN13780912,Seto,PASS
3558,SAMN13780911,Seto,PASS
3559,SAMN14007605,Msaouel,PASS
3560,SAMN14007604,Msaouel,PASS
3561,SAMN14007593,Msaouel,PASS
3562,SAMN14007592,Msaouel,PASS
3563,SAMN14007594,Msaouel,FAIL
3564,SAMN14007603,Msaouel,PASS
3565,SAMN14007602,Msaouel,PASS
3566,SAMN14007601,Msaouel,PASS
3567,SAMN14007598,Msaouel,PASS
3568,SAMN14007597,Msaouel,PASS
3569,SAMN14007607,Msaouel,PASS
3570,SAMN14007596,Msaouel,FAIL
3571,SAMN14007608,Msaouel,PASS
3572,SAMN14007606,Msaouel,PASS
3573,SAMN14007595,Msaouel,PASS
3574,SAMN14007600,Msaouel,PASS
3575,SAMN14007599,Msaouel,PASS
3576,SAMN14382022,Zhou,PASS
3577,SAMN14382021,Zhou,PASS
3578,SAMN14382020,Zhou,PASS
3579,SAMN14382023,Zhou,PASS
3580,SAMN14569902,Cui2,PASS
3581,SAMN14569901,Cui2,PASS
3582,SAMN14569900,Cui2,OMITTED2
3583,SAMN14569899,Cui2,FAIL
3584,SAMN14569898,Cui2,FAIL
3585,SAMN14569897,Cui2,FAIL
3586,SAMN14569896,Cui2,FAIL
3587,SAMN14569895,Cui2,FAIL
3588,SAMN14569894,Cui2,FAIL
3589,SAMN14569893,Cui2,FAIL
3590,SAMN14569964,Cui2,PASS
3591,SAMN14569963,Cui2,FAIL
3592,SAMN14569962,Cui2,PASS
3593,SAMN14569961,Cui2,PASS
3594,SAMN14569960,Cui2,PASS
3595,SAMN14569959,Cui2,FAIL
3596,SAMN14569958,Cui2,PASS
3597,SAMN14569957,Cui2,FAIL
3598,SAMN14569956,Cui2,PASS
3599,SAMN14569955,Cui2,FAIL
3600,SAMN14569954,Cui2,PASS
3601,SAMN14569953,Cui2,PASS
3602,SAMN14569952,Cui2,PASS
3603,SAMN14569951,Cui2,PASS
3604,SAMN14569950,Cui2,PASS
3605,SAMN14569923,Cui2,PASS
3606,SAMN14569870,Cui2,FAIL
3607,SAMN14569869,Cui2,PASS
3608,SAMN14569868,Cui2,PASS
3609,SAMN14569867,Cui2,PASS
3610,SAMN14569866,Cui2,FAIL
3611,SAMN14569861,Cui2,PASS
3612,SAMN14569860,Cui2,FAIL
3613,SAMN14569859,Cui2,FAIL
3614,SAMN14569858,Cui2,FAIL
3615,SAMN14569857,Cui2,FAIL
3616,SAMN14569856,Cui2,FAIL
3617,SAMN14569855,Cui2,FAIL
3618,SAMN14569854,Cui2,FAIL
3619,SAMN14569853,Cui2,FAIL
3620,SAMN14569852,Cui2,FAIL
3621,SAMN14569851,Cui2,PASS
3622,SAMN14569850,Cui2,FAIL
3623,SAMN14569849,Cui2,FAIL
3624,SAMN14569848,Cui2,FAIL
3625,SAMN14569847,Cui2,FAIL
3626,SAMN14569846,Cui2,FAIL
3627,SAMN14569845,Cui2,FAIL
3628,SAMN14569844,Cui2,FAIL
3629,SAMN14569892,Cui2,OMITTED1
3630,SAMN14569891,Cui2,FAIL
3631,SAMN14569890,Cui2,PASS
3632,SAMN14569889,Cui2,FAIL
3633,SAMN14569888,Cui2,PASS
3634,SAMN14569887,Cui2,PASS
3635,SAMN14569886,Cui2,FAIL
3636,SAMN14569885,Cui2,FAIL
3637,SAMN14569884,Cui2,PASS
3638,SAMN14569883,Cui2,PASS
3639,SAMN14569882,Cui2,FAIL
3640,SAMN14569881,Cui2,FAIL
3641,SAMN14569880,Cui2,PASS
3642,SAMN14569879,Cui2,PASS
3643,SAMN14569878,Cui2,FAIL
3644,SAMN14569877,Cui2,FAIL
3645,SAMN14569876,Cui2,FAIL
3646,SAMN14569875,Cui2,FAIL
3647,SAMN14569874,Cui2,FAIL
3648,SAMN14569873,Cui2,FAIL
3649,SAMN14569913,Cui2,PASS
3650,SAMN14569912,Cui2,FAIL
3651,SAMN14569911,Cui2,FAIL
3652,SAMN14569910,Cui2,FAIL
3653,SAMN14569909,Cui2,FAIL
3654,SAMN14569908,Cui2,FAIL
3655,SAMN14569907,Cui2,FAIL
3656,SAMN14569906,Cui2,PASS
3657,SAMN14569905,Cui2,PASS
3658,SAMN14569904,Cui2,PASS
3659,SAMN14569903,Cui2,PASS
3660,SAMN14569919,Cui2,PASS
3661,SAMN14569918,Cui2,FAIL
3662,SAMN14569917,Cui2,FAIL
3663,SAMN14569916,Cui2,FAIL
3664,SAMN14569915,Cui2,FAIL
3665,SAMN14569914,Cui2,PASS
3666,SAMN15419202,Thyroid ,FAIL
3667,SAMN15419201,Thyroid ,FAIL
3668,SAMN15419200,Thyroid ,FAIL
3669,SAMN15419199,Thyroid ,FAIL
3670,SAMN15419198,Thyroid ,FAIL
3671,SAMN15419197,Thyroid ,FAIL
3672,SAMN15419193,Thyroid ,FAIL
3673,SAMN15419192,Thyroid ,FAIL
3674,SAMN15419191,Thyroid ,FAIL
3675,SAMN15419196,Thyroid ,FAIL
3676,SAMN15419195,Thyroid ,FAIL
3677,SAMN15419194,Thyroid ,FAIL
3678,SAMN15419190,Thyroid ,FAIL
3679,SAMN15419189,Thyroid ,FAIL
3680,SAMN15419188,Thyroid ,FAIL
3681,SAMN15419187,Thyroid ,FAIL
3682,SAMN15419186,Thyroid ,FAIL
3683,SAMN15419185,Thyroid ,FAIL
3684,SAMN15419184,Thyroid ,FAIL
3685,SAMN15419183,Thyroid ,FAIL
3686,SAMN15419182,Thyroid ,FAIL
3687,SAMN15419213,Thyroid ,FAIL
3688,SAMN15419212,Thyroid ,FAIL
3689,SAMN15419211,Thyroid ,FAIL
3690,SAMN15419210,Thyroid ,FAIL
3691,SAMN15419209,Thyroid ,FAIL
3692,SAMN15419208,Thyroid ,FAIL
3693,SAMN15419207,Thyroid ,FAIL
3694,SAMN15419206,Thyroid ,FAIL
3695,SAMN15419205,Thyroid ,FAIL
3696,SAMN15419204,Thyroid ,FAIL
3697,SAMN14120167,Xu2,PASS
3698,SAMN14120166,Xu2,PASS
3699,SAMN14120165,Xu2,PASS
3700,SAMN14120164,Xu2,PASS
3701,SAMN14120163,Xu2,OMITTED1
3702,SAMN14120162,Xu2,OMITTED1
3703,SAMN14120161,Xu2,OMITTED1
3704,SAMN14120160,Xu2,OMITTED1
3705,SAMN14217276,Paredes,PASS
3706,SAMN14217275,Paredes,PASS
3707,SAMN14217274,Paredes,PASS
3708,SAMN14217273,Paredes,FAIL
3709,SAMN14217272,Paredes,PASS
3710,SAMN14217271,Paredes,PASS
3711,SAMN14217270,Paredes,PASS
3712,SAMN14217269,Paredes,PASS
3713,SAMN14217268,Paredes,PASS
3714,SAMN14217267,Paredes,PASS
3715,SAMN14217266,Paredes,PASS
3716,SAMN14217265,Paredes,PASS
3717,SAMN14217264,Paredes,FAIL
3718,SAMN14217263,Paredes,PASS
3719,SAMN14217262,Paredes,FAIL
3720,SAMN14217261,Paredes,PASS
3721,SAMN14217260,Paredes,PASS
3722,SAMN14217259,Paredes,PASS
3723,SAMN14217258,Paredes,PASS
3724,SAMN14217257,Paredes,PASS
3725,SAMN14217256,Paredes,PASS
3726,SAMN14217255,Paredes,PASS
3727,SAMN14217282,Paredes,PASS
3728,SAMN14217281,Paredes,PASS
3729,SAMN14217280,Paredes,PASS
3730,SAMN14217279,Paredes,PASS
3731,SAMN14217278,Paredes,PASS
3732,SAMN14217277,Paredes,PASS
3733,SAMN14217254,Paredes,PASS
3734,SAMN14217253,Paredes,PASS
3735,SAMN14217252,Paredes,PASS
3736,SAMN14217251,Paredes,PASS
3737,SAMN14217250,Paredes,PASS
3738,SAMN14217249,Paredes,PASS
3739,SAMN14217248,Paredes,PASS
3740,SAMN14217247,Paredes,PASS
3741,SAMN14217246,Paredes,PASS
3742,SAMN14217245,Paredes,PASS
3743,SAMN14217244,Paredes,PASS
3744,SAMN14217243,Paredes,PASS
3745,SAMN14217242,Paredes,PASS
3746,SAMN14217241,Paredes,PASS
3747,SAMN14217240,Paredes,PASS
3748,SAMN14217239,Paredes,PASS
3749,SAMN14217238,Paredes,PASS
3750,SAMN14217237,Paredes,PASS
3751,SAMN14217236,Paredes,PASS
3752,SAMN14217235,Paredes,PASS
3753,SAMN14217234,Paredes,PASS
3754,SAMN14217297,Paredes,PASS
3755,SAMN14217296,Paredes,PASS
3756,SAMN14217295,Paredes,FAIL
3757,SAMN14217294,Paredes,PASS
3758,SAMN14217293,Paredes,PASS
3759,SAMN14217292,Paredes,PASS
3760,SAMN14217291,Paredes,PASS
3761,SAMN14217290,Paredes,PASS
3762,SAMN14217289,Paredes,PASS
3763,SAMN14217288,Paredes,PASS
3764,SAMN14217287,Paredes,PASS
3765,SAMN14217286,Paredes,PASS
3766,SAMN14217285,Paredes,PASS
3767,SAMN14217284,Paredes,PASS
3768,SAMN14217283,Paredes,PASS
3769,SAMN14217233,Paredes,PASS
3770,SAMN14525809,Bley,OMITTED2
3771,SAMN14525808,Bley,OMITTED2
3772,SAMN14525807,Bley,OMITTED2
3773,SAMN14525806,Bley,OMITTED2
3774,SAMN14525805,Bley,OMITTED2
3775,SAMN14525804,Bley,FAIL
3776,SAMN14525803,Bley,OMITTED2
3777,SAMN14525802,Bley,OMITTED2
3778,SAMN14525801,Bley,OMITTED2
3779,SAMN14525800,Bley,FAIL
3780,SAMN14525799,Bley,FAIL
3781,SAMN14525798,Bley,OMITTED2
3782,SAMN14525797,Bley,OMITTED2
3783,SAMN14525796,Bley,OMITTED2
3784,SAMN14525795,Bley,OMITTED2
3785,SAMN14525794,Bley,OMITTED2
3786,SAMN14525793,Bley,OMITTED2
3787,SAMN14525792,Bley,OMITTED2
3788,SAMN14525791,Bley,FAIL
3789,SAMN14525790,Bley,OMITTED2
3790,SAMN14525789,Bley,OMITTED2
3791,SAMN14525788,Bley,OMITTED2
3792,SAMN14525787,Bley,OMITTED2
3793,SAMN14525785,Bley,OMITTED2
3794,SAMN14525814,Bley,OMITTED2
3795,SAMN14525813,Bley,OMITTED2
3796,SAMN14525812,Bley,OMITTED2
3797,SAMN14525811,Bley,OMITTED2
3798,SAMN14525810,Bley,OMITTED2
3799,SAMN14525786,Bley,OMITTED2
3800,SAMN07490133,Li2,FAIL
3801,SAMN07490134,Li2,FAIL
3802,SAMN07490132,Li2,FAIL
3803,SAMN07350771,Li3,FAIL
3804,SAMN07350768,Li3,FAIL
3805,SAMN07350780,Li3,FAIL
3806,SAMN07350777,Li3,PASS
3807,SAMN07350772,Li3,FAIL
3808,SAMN07350803,Li3,FAIL
3809,SAMN07350776,Li3,PASS
3810,SAMN07350774,Li3,FAIL
3811,SAMN07350770,Li3,FAIL
3812,SAMN07350766,Li3,FAIL
3813,SAMN07350763,Li3,PASS
3814,SAMN07350762,Li3,PASS
3815,SAMN07350760,Li3,PASS
3816,SAMN07350756,Li3,FAIL
3817,SAMN07350806,Li3,FAIL
3818,SAMN07350805,Li3,FAIL
3819,SAMN07350802,Li3,FAIL
3820,SAMN07350801,Li3,FAIL
3821,SAMN07350779,Li3,PASS
3822,SAMN07350784,Li3,PASS
3823,SAMN07350769,Li3,FAIL
3824,SAMN07350778,Li3,FAIL
3825,SAMN07350764,Li3,FAIL
3826,SAMN07350759,Li3,PASS
3827,SAMN07350800,Li3,FAIL
3828,SAMN07350775,Li3,PASS
3829,SAMN07350757,Li3,PASS
3830,SAMN07350799,Li3,FAIL
3831,SAMN07350773,Li3,FAIL
3832,SAMN07350783,Li3,PASS
3833,SAMN07350761,Li3,FAIL
3834,SAMN07350758,Li3,FAIL
3835,SAMN07350785,Li3,PASS
3836,SAMN07350804,Li3,PASS
3837,SAMN07350755,Li3,PASS
3838,SAMN07350781,Li3,PASS
3839,SAMN07350767,Li3,FAIL
3840,SAMN07350782,Li3,PASS
3841,SAMN07350765,Li3,FAIL
3842,SAMN14134137_1,Breast1,PASS
3843,SAMN14134137_2,Breast1,PASS
3844,SAMN14134137_3,Breast1,PASS
3845,SAMN14134137_4,Breast1,PASS
3846,SAMN14134137_5,Breast1,PASS
3847,SAMN14134137_6,Breast1,PASS
3848,SAMN14134137_7,Breast1,PASS
3849,SAMN14134137_8,Breast1,PASS
3850,SAMN14134137_9,Breast1,PASS
3851,SAMN14134137_10,Breast1,PASS
3852,SAMN14134137_11,Breast1,PASS
3853,SAMN14134137_12,Breast1,PASS
3854,SAMN14134137_13,Breast1,PASS
3855,SAMN14134137_14,Breast1,PASS
3856,SAMN14134137_15,Breast1,PASS
3857,SAMN14134137_16,Breast1,PASS
3858,SAMN14134137_17,Breast1,PASS
3859,SAMN14134137_18,Breast1,PASS
3860,SAMN14134137_19,Breast1,PASS
3861,SAMN14134137_20,Breast1,PASS
3862,SAMN14134137_21,Breast1,PASS
3863,SAMN14134137_22,Breast1,PASS
3864,SAMN14134137_23,Breast1,PASS
3865,SAMN14134137_24,Breast1,PASS
3866,SAMN14134137_25,Breast1,PASS
3867,SAMN14134137_26,Breast1,PASS
3868,SAMN14134137_27,Breast1,PASS
3869,SAMN14134137_28,Breast1,PASS
3870,SAMN14134137_29,Breast1,PASS
3871,SAMN14134137_30,Breast1,PASS
3872,SAMN14134137_31,Breast1,PASS
3873,SAMN14134137_32,Breast1,PASS
3874,SAMN14134137_33,Breast1,PASS
3875,SAMN14134137_34,Breast1,PASS
3876,SAMN14134137_35,Breast1,PASS
3877,SAMN14134137_36,Breast1,PASS
3878,SAMN14134137_37,Breast1,PASS
3879,SAMN14134137_38,Breast1,PASS
3880,SAMN14134137_39,Breast1,PASS
3881,SAMN14134137_40,Breast1,PASS
3882,SAMN14134137_41,Breast1,PASS
3883,SAMN14134137_42,Breast1,PASS
3884,SAMN14134137_43,Breast1,FAIL
3885,SAMN14134137_44,Breast1,PASS
3886,SAMN14134137_45,Breast1,PASS
3887,SAMN14134137_46,Breast1,PASS
3888,SAMN14134137_47,Breast1,PASS
3889,SAMN14134137_48,Breast1,PASS
3890,SAMN14134137_49,Breast1,PASS
3891,SAMN14134137_50,Breast1,PASS
3892,SAMN14134137_51,Breast1,PASS
3893,SAMN14134137_52,Breast1,PASS
3894,SAMN14134137_53,Breast1,PASS
3895,SAMN14134137_54,Breast1,PASS
3896,SAMN14134137_55,Breast1,PASS
3897,SAMN14134137_56,Breast1,PASS
3898,SAMN14134137_57,Breast1,PASS
3899,SAMN06854631,Suhorutshenko,FAIL
3900,SAMN06854627,Suhorutshenko,FAIL
3901,SAMN06854680,Suhorutshenko,FAIL
3902,SAMN06854674,Suhorutshenko,FAIL
3903,SAMN06854633,Suhorutshenko,FAIL
3904,SAMN06854619,Suhorutshenko,FAIL
3905,SAMN06854625,Suhorutshenko,FAIL
3906,SAMN06854617,Suhorutshenko,FAIL
3907,SAMN06854639,Suhorutshenko,FAIL
3908,SAMN06854623,Suhorutshenko,FAIL
3909,SAMN06854621,Suhorutshenko,FAIL
3910,SAMN06854678,Suhorutshenko,FAIL
3911,SAMN06854670,Suhorutshenko,FAIL
3912,SAMN06854629,Suhorutshenko,FAIL
3913,SAMN06854672,Suhorutshenko,FAIL
3914,SAMN11898473,Kim2,PASS
3915,SAMN11898471,Kim2,PASS
3916,SAMN11898470,Kim2,PASS
3917,SAMN11898469,Kim2,PASS
3918,SAMN11898468,Kim2,PASS
3919,SAMN11898467,Kim2,PASS
3920,SAMN11898466,Kim2,PASS
3921,SAMN11898465,Kim2,PASS
3922,SAMN11898464,Kim2,PASS
3923,SAMN11898462,Kim2,PASS
3924,SAMN11898461,Kim2,PASS
3925,SAMN11898458,Kim2,PASS
3926,SAMN11898457,Kim2,PASS
3927,SAMN11898456,Kim2,PASS
3928,SAMN11898455,Kim2,PASS
3929,SAMN11898451,Kim2,FAIL
3930,SAMN11898479,Kim2,PASS
3931,SAMN11898454,Kim2,PASS
3932,SAMN11898453,Kim2,PASS
3933,SAMN11898472,Kim2,PASS
3934,SAMN11898463,Kim2,PASS
3935,SAMN11898460,Kim2,PASS
3936,SAMN11898459,Kim2,PASS
3937,SAMN13073535,Kim2,PASS
3938,SAMN13073534,Kim2,PASS
3939,SAMN13073533,Kim2,PASS
3940,SAMN13073532,Kim2,PASS
3941,SAMN13073531,Kim2,PASS
3942,SAMN13073530,Kim2,PASS
3943,SAMN13073529,Kim2,PASS
3944,SAMN13073528,Kim2,PASS
3945,SAMN13073527,Kim2,PASS
3946,SAMN13073526,Kim2,PASS
3947,SAMN13073525,Kim2,PASS
3948,SAMN13073524,Kim2,PASS
3949,SAMN13073523,Kim2,PASS
3950,SAMN13073522,Kim2,PASS
3951,SAMN13073521,Kim2,PASS
3952,SAMN13073520,Kim2,PASS
3953,SAMN13073519,Kim2,PASS
3954,SAMN13073518,Kim2,PASS
3955,SAMN13073517,Kim2,PASS
3956,SAMN13073516,Kim2,PASS
3957,SAMN13073515,Kim2,PASS
3958,SAMN13073514,Kim2,PASS
3959,SAMN13073513,Kim2,PASS
3960,SAMN13073559,Kim2,PASS
3961,SAMN13073558,Kim2,PASS
3962,SAMN13073557,Kim2,PASS
3963,SAMN13073556,Kim2,PASS
3964,SAMN13073555,Kim2,PASS
3965,SAMN13073554,Kim2,PASS
3966,SAMN13073553,Kim2,PASS
3967,SAMN13073512,Kim2,PASS
3968,SAMN13073536,Kim2,PASS
3969,SAMN13073539,Kim2,PASS
3970,SAMN13073538,Kim2,PASS
3971,SAMN13073537,Kim2,PASS
3972,SAMN13073578,Kim2,PASS
3973,SAMN13073577,Kim2,PASS
3974,SAMN13073576,Kim2,PASS
3975,SAMN13073575,Kim2,PASS
3976,SAMN13073574,Kim2,PASS
3977,SAMN13073573,Kim2,PASS
3978,SAMN13073572,Kim2,PASS
3979,SAMN13073571,Kim2,FAIL
3980,SAMN13073570,Kim2,PASS
3981,SAMN13073569,Kim2,PASS
3982,SAMN13073568,Kim2,PASS
3983,SAMN13073567,Kim2,PASS
3984,SAMN13073566,Kim2,FAIL
3985,SAMN13073565,Kim2,PASS
3986,SAMN13073564,Kim2,FAIL
3987,SAMN13073563,Kim2,PASS
3988,SAMN13073562,Kim2,PASS
3989,SAMN13073561,Kim2,PASS
3990,SAMN13073560,Kim2,PASS
3991,SAMN13073586,Kim2,PASS
3992,SAMN13073584,Kim2,PASS
3993,SAMN13073583,Kim2,FAIL
3994,SAMN13073582,Kim2,FAIL
3995,SAMN13073581,Kim2,FAIL
3996,SAMN13073580,Kim2,FAIL
3997,SAMN13073585,Kim2,FAIL
3998,SAMN13073579,Kim2,FAIL
3999,SAMN13073552,Kim2,FAIL
4000,SAMN13073551,Kim2,FAIL
4001,SAMN13073550,Kim2,FAIL
4002,SAMN13073549,Kim2,FAIL
4003,SAMN13073548,Kim2,FAIL
4004,SAMN13073547,Kim2,FAIL
4005,SAMN13073546,Kim2,FAIL
4006,SAMN13073545,Kim2,FAIL
4007,SAMN13073544,Kim2,FAIL
4008,SAMN13073543,Kim2,FAIL
4009,SAMN13073542,Kim2,FAIL
4010,SAMN13073541,Kim2,FAIL
4011,SAMN13073540,Kim2,FAIL
